Logs
NovoProp:Marcelo,778847931,778847931@gmail.com,Vale da Laranja
NovoCarro:Gasolina,Renault,IM-34-78,775379252,40,2.2037973,4.486058,303,41.536198,-7.0077777
NovoCarro:Gasolina,Seat,GJ-76-75,957498851,36,1.96261,7.8968477,668,38.861565,-8.780835
NovoCarro:Gasolina,Peugeot,HU-79-95,159586973,130,1.0055616,5.8833704,486,37.512478,-7.8677115
NovoCarro:Gasolina,Audi,CB-59-92,268516611,79,3.8265257,4.190529,860,41.52556,-9.231967
NovoCarro:Gasolina,Renault,AB-42-88,975671921,53,2.0307326,7.0597305,607,37.10728,-8.78937
NovoCarro:Gasolina,Renault,NW-43-63,293221962,124,2.3095703,7.5529704,753,38.322334,-8.1515255
NovoCarro:Gasolina,BMW,ZP-88-41,767773994,84,1.7439961,6.303293,375,38.047592,-8.519761
NovoCarro:Gasolina,Opel,YV-68-66,923376547,73,1.1925952,9.9210615,397,42.119648,-9.082805
NovoCarro:Gasolina,VW,PR-83-81,534974253,117,2.1085439,4.0301075,673,37.817017,-9.078946
NovoCarro:Gasolina,Hyundai,XB-69-66,888724442,60,1.4686947,10.220196,612,39.439545,-7.58692
NovoCarro:Gasolina,VW,GY-76-53,585271615,116,2.220984,7.5776186,265,37.750027,-9.128776
NovoCarro:Gasolina,Renault,KR-18-44,246488522,101,1.735748,7.058242,554,38.21621,-8.942282
NovoCarro:Gasolina,Mercedes-Benz,PI-44-67,578851563,51,2.4166036,12.220827,391,37.493515,-8.035357
NovoCarro:Gasolina,Skoda,MJ-66-22,788782151,45,1.1781838,4.1391134,484,39.75889,-9.043768
NovoCarro:Gasolina,BMW,HU-44-51,695598396,47,1.7715633,4.9154935,658,42.12798,-9.378736
NovoCarro:Gasolina,Renault,FO-23-56,699519931,46,3.0811446,11.14508,590,39.16268,-8.379364
NovoCarro:Gasolina,Peugeot,DJ-87-41,873529779,103,3.053121,6.7144547,710,41.327087,-8.41374
NovoCarro:Gasolina,Audi,NE-99-36,259646611,54,2.3703976,11.591498,607,38.480896,-7.642336
NovoCarro:Gasolina,BMW,YO-55-62,698467478,128,3.0113568,10.062884,594,38.63919,-7.642015
NovoCarro:Gasolina,Seat,FH-36-34,681475849,50,1.5098853,6.264824,629,40.474632,-7.2728634
NovoCarro:Gasolina,Audi,FD-24-88,227139177,56,2.1376643,7.0674286,204,39.576027,-7.9003263
NovoCarro:Gasolina,Toyota,YJ-33-61,698467478,59,3.2443626,6.2482386,351,36.994736,-7.837836
NovoCarro:Gasolina,Audi,TI-55-69,638758856,93,2.9420934,6.436455,584,37.11258,-8.14624
NovoCarro:Gasolina,Renault,TL-73-76,681475849,33,2.7564688,4.0850186,846,38.009575,-8.4422455
NovoCarro:Gasolina,Opel,JG-94-59,878714576,108,1.0213697,5.7514687,220,41.661343,-8.560942
NovoCarro:Gasolina,BMW,YZ-38-45,788782151,53,2.2260199,4.6812487,740,40.45303,-8.2524395
NovoCarro:Gasolina,Peugeot,YZ-28-19,455896154,68,2.7586923,11.623588,247,38.52264,-7.854992
NovoCarro:Gasolina,BMW,HN-33-59,439239234,70,2.564537,15.268941,661,41.037834,-7.7192783
NovoCarro:Gasolina,Abarth,RI-21-33,126753417,34,3.8791442,6.6979265,243,37.516956,-9.091561
NovoCarro:Gasolina,BMW,YM-14-18,846132383,54,2.2728248,9.79443,462,37.938602,-9.380673
NovoCarro:Gasolina,VW,PA-39-42,155765748,49,3.6236572,4.5928826,845,37.132732,-7.1557336
NovoCarro:Gasolina,Volvo,CV-82-75,477669596,43,2.1591988,4.371482,409,40.791874,-8.319364
NovoCarro:Gasolina,MINI,IG-57-73,597793987,116,1.0018787,4.735671,464,37.899822,-7.2703247
NovoCarro:Gasolina,MINI,EM-85-93,317455775,83,3.793223,5.951503,456,38.063293,-8.171612
NovoCarro:Gasolina,BMW,AJ-59-56,589511992,60,1.1106468,5.780893,415,39.581997,-7.6556873
NovoCarro:Gasolina,Toyota,JA-15-25,261935338,66,2.0808458,12.131078,656,39.465588,-8.258636
NovoCarro:Gasolina,Fiat,CG-36-24,959891777,66,3.4940648,6.600382,641,40.60928,-7.016513
NovoCarro:Gasolina,Renault,MJ-24-87,126753417,66,2.8093643,4.5979137,803,38.54734,-9.361206
NovoCarro:Gasolina,Audi,AA-25-23,851271581,92,1.4088936,7.342751,526,39.657883,-9.394618
NovoCarro:Hibrido,Citroen,PO-74-49,431717458,85,3.6672647,4.309085,625,39.013653,-8.079581
NovoCarro:Gasolina,Lexus,MX-59-92,749818477,59,1.9641256,6.56756,401,40.701145,-9.013494
NovoCarro:Gasolina,Skoda,OY-31-29,681475849,77,3.7984715,4.000259,336,37.219162,-8.5401945
NovoCarro:Gasolina,Mercedes-Benz,RV-41-79,584459142,90,2.3064559,7.537203,205,40.486225,-7.3473463
NovoCarro:Gasolina,Nissan,QV-67-12,923376547,66,1.7772462,7.778349,769,37.29021,-8.747852
NovoCarro:Gasolina,BMW,ZU-57-74,681723728,86,1.4467208,7.3062077,592,38.603115,-7.4229145
NovoCarro:Gasolina,BMW,ON-17-32,729887267,33,3.8298697,15.744289,645,37.76101,-7.8871245
NovoCarro:Gasolina,BMW,BS-48-91,423775115,36,1.9781811,15.1754265,586,37.99849,-8.3437
NovoCarro:Gasolina,Peugeot,MU-56-31,655693546,64,2.2365365,7.884878,868,38.976597,-8.758481
NovoCarro:Gasolina,Ford,YF-87-23,189855287,82,1.4540257,9.668989,549,38.925835,-7.9386067
NovoCarro:Gasolina,Alfa Romeu,OG-73-76,295932391,122,3.4529295,9.454721,427,39.355526,-7.1871085
NovoCarro:Gasolina,Nissan,OB-87-75,239628255,41,1.0318351,10.535294,615,41.71529,-9.14778
NovoCarro:Gasolina,Opel,VI-39-54,246488522,101,2.3372335,5.4419823,457,39.365757,-8.818684
NovoCarro:Gasolina,Mercedes-Benz,QP-15-54,655693546,83,1.2876914,7.101659,655,41.409218,-9.215173
NovoCarro:Gasolina,MINI,WK-22-86,846132383,47,2.9367216,7.7569275,628,38.55007,-9.349268
NovoCarro:Gasolina,Peugeot,XN-82-13,869433527,88,2.6230962,15.5129595,365,37.992504,-8.953983
NovoCarro:Gasolina,BMW,AP-29-76,317761433,86,3.5386589,12.365602,415,39.890987,-8.414804
NovoCarro:Gasolina,Volvo,SD-26-26,199571412,108,3.3294,6.147509,633,40.55721,-7.3962464
NovoCarro:Gasolina,Ford,SE-81-49,841628351,83,3.438745,4.3059916,560,40.46547,-7.5029144
NovoCarro:Gasolina,Mitsubishi,BB-98-59,857536152,73,1.1452453,12.863795,696,37.892387,-7.0742435
NovoCarro:Gasolina,Hyundai,KV-76-14,239628255,59,3.8378983,4.05021,537,41.227173,-9.150904
NovoCarro:Gasolina,BMW,ML-35-65,971332479,59,3.1248212,4.0407763,274,39.315773,-7.0144978
NovoCarro:Gasolina,Renault,ZR-49-41,875955454,49,2.5913386,6.9519157,681,39.99439,-8.53812
NovoCarro:Gasolina,Audi,CX-43-67,923376547,118,1.696645,7.0642004,617,37.230755,-9.446911
NovoCarro:Gasolina,Opel,ZL-86-83,555423644,40,3.331479,6.3827763,770,40.276974,-7.1177683
NovoCarro:Gasolina,VW,LE-14-28,669937293,90,1.7968554,6.5384154,834,38.971844,-8.997109
NovoCarro:Gasolina,Kia,YL-63-92,623357872,33,3.7727253,4.04007,582,38.464058,-9.173241
NovoCarro:Gasolina,BMW,KM-92-63,391526913,101,3.1784177,7.104025,419,40.44909,-7.6431355
NovoCarro:Gasolina,Opel,SJ-67-82,458885327,73,2.8205528,7.2604465,494,41.491085,-8.683184
NovoCarro:Gasolina,Ford,GV-77-85,733837741,77,3.3142138,7.4851804,700,37.873344,-8.398928
NovoCarro:Gasolina,Renault,OB-41-67,681475849,102,1.0669036,5.478979,540,36.993702,-9.20558
NovoCarro:Gasolina,Maserati,DG-96-51,533599813,110,1.4010508,5.703519,466,41.96012,-8.2182865
NovoCarro:Gasolina,Peugeot,AS-16-79,144865463,69,2.0006921,15.31851,560,40.596626,-7.1075983
NovoCarro:Gasolina,Ford,SQ-73-71,574345278,113,1.1526885,6.461957,886,40.29232,-8.635039
NovoCarro:Gasolina,MINI,BN-17-58,867788392,125,3.2791266,7.5133066,591,38.665783,-7.196928
NovoCarro:Gasolina,BMW,KB-38-38,266383988,109,2.8078399,4.1416717,534,39.00969,-9.377942
NovoCarro:Electrico,VW,OP-65-29,397737235,45,2.88354,6.48489,284,41.997242,-7.966518
NovoCarro:Gasolina,Audi,UR-98-77,788782151,76,3.5689073,6.445833,546,38.658875,-7.1491795
NovoCarro:Gasolina,Mercedes-Benz,DO-71-57,458885327,77,3.1663063,6.8066196,745,41.655563,-8.740458
NovoCarro:Gasolina,Renault,KE-17-37,946576558,98,1.8811188,7.5001397,577,40.696926,-7.738035
NovoCarro:Gasolina,Mercedes-Benz,TK-14-38,749818477,87,2.9066951,6.5578737,648,38.926666,-9.500015
NovoCarro:Gasolina,BMW,XF-29-74,954328488,112,2.513731,5.8739033,543,38.452755,-8.529659
NovoCarro:Gasolina,VW,VD-21-85,157366618,72,3.8904629,5.860697,690,38.82762,-8.865261
NovoCarro:Gasolina,Opel,VX-92-89,133347881,51,1.5899246,5.896676,550,37.79812,-8.725055
NovoCarro:Gasolina,Fiat,BF-66-86,573322163,74,2.1726732,4.0515175,475,40.890514,-8.459534
NovoCarro:Gasolina,Mercedes-Benz,ZN-65-67,788782151,76,3.298502,5.961129,422,40.010986,-7.35064
NovoCarro:Gasolina,Smart,RE-17-47,687552874,80,3.2222884,5.509401,891,40.232704,-8.151007
NovoCarro:Gasolina,Opel,ME-62-52,472558187,82,1.799242,5.164426,775,41.272636,-8.977191
NovoCarro:Gasolina,Peugeot,FA-67-97,159586973,98,2.6736238,9.33196,876,41.52495,-8.836499
NovoCarro:Gasolina,Subaru,PI-19-93,548371593,84,3.7523427,7.7349567,296,41.318455,-7.776735
NovoCarro:Gasolina,Volvo,ZZ-14-67,412183328,50,2.462464,7.624134,602,41.412003,-8.992002
NovoCarro:Gasolina,VW,PU-47-29,635691953,30,2.1162097,5.296674,243,37.44651,-9.391204
NovoCarro:Gasolina,Toyota,UQ-74-55,698356979,39,2.920974,12.520021,456,38.5612,-7.4506793
NovoCarro:Gasolina,Jeep,UU-49-57,479598938,64,2.355722,5.3644304,531,41.83046,-9.062726
NovoCarro:Hibrido,Mercedes-Benz,UZ-94-75,489858453,76,2.2883835,7.5664816,702,37.004517,-9.485443
NovoCarro:Gasolina,Mercedes-Benz,KH-36-86,878714576,84,1.0473104,6.656639,869,40.229664,-9.200538
NovoCarro:Gasolina,Nissan,CB-86-52,715519252,104,1.0707577,7.2791395,420,38.781635,-7.2433267
NovoCarro:Gasolina,Opel,UT-94-52,362973782,87,1.9570118,11.901043,462,40.59592,-8.809161
NovoCarro:Gasolina,Seat,SC-51-42,644495597,67,3.3886108,7.2644367,622,40.35488,-9.263
NovoCarro:Gasolina,Fiat,OH-58-96,775379252,94,3.508092,7.9594226,482,38.492676,-7.153571
NovoCarro:Gasolina,Renault,KS-59-19,727623772,47,2.0008647,4.0150843,645,42.14879,-8.719856
NovoCarro:Gasolina,Fiat,OV-58-67,749818477,82,1.8406866,4.2125125,290,39.37154,-8.223164
NovoCarro:Gasolina,BMW,HK-58-85,372445212,89,1.0651922,7.4981737,451,37.97449,-8.556656
NovoCarro:Gasolina,Opel,GK-66-76,227139177,86,3.8613157,6.143121,658,37.85369,-8.856055
NovoCarro:Gasolina,VW,LD-53-85,424252466,85,1.1910994,7.0876226,658,40.278366,-7.2400894
NovoCarro:Gasolina,Renault,TX-76-44,727623772,83,2.5183024,7.772787,639,38.936302,-7.5723796
NovoCarro:Gasolina,Maserati,WT-27-13,536629141,69,1.016104,6.3837934,216,37.21882,-6.962869
NovoCarro:Gasolina,Audi,IB-94-81,957498851,56,1.4101238,4.891341,460,39.047794,-8.165522
NovoCarro:Gasolina,Jaguar,FH-69-68,528433484,71,2.0827107,6.684046,614,37.31449,-8.362955
NovoCarro:Gasolina,Audi,AC-61-29,644495597,55,2.4504817,5.6468506,415,37.52129,-7.5101957
NovoCarro:Gasolina,Mercedes-Benz,BO-61-14,841628351,89,2.69871,12.210627,676,38.227085,-8.455535
NovoCarro:Gasolina,Peugeot,TL-97-92,224248413,72,2.659211,12.149188,890,37.023006,-9.438037
NovoCarro:Gasolina,MINI,VY-69-99,489858453,42,3.5905843,6.8974113,680,41.257965,-7.029525
NovoCarro:Gasolina,Renault,DQ-16-35,878714576,60,1.9982513,7.403831,652,40.894196,-7.6251035
NovoCarro:Gasolina,Opel,ME-23-48,589511992,82,2.463191,6.4126644,405,41.988113,-7.678027
NovoCarro:Gasolina,Renault,GT-53-98,963896725,76,2.9464576,6.28224,400,41.983448,-8.655623
NovoCarro:Gasolina,Mercedes-Benz,FB-67-12,129552237,88,3.800643,4.6723256,781,40.76845,-7.8578534
NovoCarro:Gasolina,BMW,MF-36-31,239279343,40,2.6939793,12.270088,623,38.195206,-6.9485598
NovoCarro:Gasolina,Peugeot,RM-54-22,533599813,76,2.1733606,5.4534454,690,39.35589,-9.274469
NovoCarro:Gasolina,Opel,UF-38-39,592653424,77,3.3634334,6.926819,672,39.91435,-8.37281
NovoCarro:Gasolina,Volvo,HO-37-76,298481683,64,2.214363,5.8352995,209,39.968113,-6.9713464
NovoCarro:Gasolina,Audi,TC-69-79,727623772,110,2.7116039,4.350834,524,37.643906,-7.001576
NovoCarro:Gasolina,Dodge,FL-48-63,563234352,79,2.414823,10.526908,428,39.9768,-6.936795
NovoCarro:Gasolina,Volvo,AH-97-31,199571412,62,3.1409497,6.8426495,489,40.081306,-9.024535
NovoCarro:Gasolina,Mercedes-Benz,EB-73-62,259646611,102,3.0432725,4.645993,498,38.811523,-7.5467587
NovoCarro:Gasolina,Skoda,EO-69-44,589728812,49,2.8397865,5.4351277,494,40.75086,-9.424806
NovoCarro:Gasolina,Mercedes-Benz,HR-39-51,911216285,82,1.9289658,5.7959595,508,40.06567,-7.378172
NovoCarro:Gasolina,Seat,TN-99-93,648916541,76,2.4573698,11.281921,452,37.24955,-8.324239
NovoCarro:Gasolina,BMW,DL-52-42,975349327,75,3.5273776,4.837686,611,39.454163,-8.941857
NovoCarro:Gasolina,Hyundai,WJ-55-43,268944759,61,1.8955424,7.9113617,450,41.32219,-7.73948
NovoCarro:Gasolina,Peugeot,VF-63-59,395693935,75,3.5983653,7.1362934,497,38.75761,-8.682959
NovoCarro:Gasolina,Peugeot,EJ-63-63,896191466,54,1.8177422,6.7116218,473,37.178852,-8.037451
NovoCarro:Gasolina,BMW,RU-86-78,136483567,96,3.6060822,6.2147665,864,38.7226,-7.998704
NovoCarro:Gasolina,Opel,MQ-13-67,681475849,34,2.088418,5.7030716,686,37.462784,-9.08133
NovoCarro:Gasolina,Peugeot,YV-72-37,119385118,69,1.5607507,7.1889434,899,39.147163,-8.243682
NovoCarro:Gasolina,Opel,ZP-53-53,531337319,60,2.830861,5.068063,391,42.136143,-9.312977
NovoCarro:Gasolina,Seat,TG-22-77,857536152,92,2.1079218,6.606504,821,42.15195,-6.9475584
NovoCarro:Gasolina,Peugeot,XE-33-28,757119262,43,2.617043,6.195104,600,38.602104,-8.888464
NovoCarro:Gasolina,Hyundai,LK-41-92,849813241,130,3.8280737,7.922183,550,40.015984,-9.052466
NovoCarro:Gasolina,Renault,SX-73-56,293221962,30,1.0403194,6.118598,558,37.276836,-7.3306623
NovoCarro:Gasolina,Porsche,QV-79-45,851271581,30,1.610853,6.383517,402,41.44984,-7.420802
NovoCarro:Gasolina,Porsche,GZ-64-48,487763655,105,1.0922835,7.5679493,502,37.078033,-8.687235
NovoCarro:Gasolina,Peugeot,OB-36-33,922133611,107,1.1241466,14.974635,398,39.190315,-6.94479
NovoCarro:Gasolina,Ford,KP-45-81,655693546,45,1.716309,5.7769513,472,38.371067,-8.405016
NovoCarro:Gasolina,Citroen,EL-64-35,922133611,61,1.4539266,6.968274,422,41.599518,-7.135531
NovoCarro:Gasolina,BMW,MM-19-38,566944811,60,3.1001382,5.7494183,543,39.629818,-7.048404
NovoCarro:Gasolina,BMW,SN-12-39,478654294,31,1.3488286,4.627103,788,40.931583,-8.018095
NovoCarro:Gasolina,Renault,NA-98-94,579817929,59,2.4325624,15.80402,421,40.14501,-8.484346
NovoCarro:Gasolina,VW,GH-38-69,298481683,36,3.3780005,9.954667,602,41.38251,-8.777868
NovoCarro:Gasolina,Seat,OS-97-91,694742647,104,2.3893874,7.351039,294,40.932304,-8.440355
NovoCarro:Gasolina,Citroen,QI-63-41,862548799,43,3.6042056,6.0797033,554,40.267136,-7.794038
NovoCarro:Gasolina,Ford,OY-63-18,367641426,82,1.2351861,7.9655004,531,40.66288,-7.8887916
NovoCarro:Gasolina,Mercedes-Benz,BX-11-51,242761964,88,1.4837654,5.482361,514,39.947544,-7.8877645
NovoCarro:Gasolina,DS,AC-52-41,293221962,70,3.9491625,7.735766,513,40.23441,-8.865694
NovoCarro:Gasolina,Renault,BL-29-82,156199224,67,1.5370202,7.764804,687,38.28446,-8.648203
NovoCarro:Gasolina,Renault,UQ-64-68,695598396,66,3.4190826,5.674922,218,39.140896,-8.954987
NovoCarro:Gasolina,Skoda,KS-56-98,673949121,129,1.719101,5.782111,826,37.433067,-7.4732285
NovoCarro:Gasolina,Jeep,ES-98-96,928852568,90,2.0137036,4.1860957,245,37.24833,-7.628234
NovoCarro:Gasolina,Mitsubishi,OW-74-46,671787335,90,1.2142601,5.9594755,214,38.04353,-9.377278
NovoCarro:Gasolina,Mercedes-Benz,EM-54-72,152755673,122,3.492136,6.3282747,621,38.054947,-8.182108
NovoCarro:Gasolina,VW,RW-65-85,314373563,66,1.433981,7.0345826,403,38.7515,-9.473088
NovoCarro:Gasolina,Renault,NN-29-92,397737235,90,3.6048324,5.477154,500,37.67396,-7.008889
NovoCarro:Gasolina,Dacia,PU-79-15,444698233,126,2.7444375,6.7434225,676,37.931618,-8.6976
NovoCarro:Gasolina,Ford,HH-13-15,757594927,68,1.2320554,4.480346,363,38.996075,-9.080031
NovoCarro:Hibrido,BMW,TP-57-79,199571412,93,1.8114351,4.1099005,419,41.962666,-8.362169
NovoCarro:Gasolina,Peugeot,TP-31-28,791836718,53,1.7958486,5.5752153,792,38.18074,-8.336588
NovoCarro:Gasolina,DS,OC-55-59,781431249,79,2.212747,6.0905676,219,41.86365,-7.1601005
NovoCarro:Gasolina,Volvo,LG-94-24,573322163,67,1.6976962,5.8809843,325,37.811108,-8.934381
NovoCarro:Gasolina,VW,UK-67-55,189853842,107,1.0729922,7.926969,467,39.413685,-8.553421
NovoCarro:Gasolina,Mercedes-Benz,DF-41-95,391526913,52,3.3780031,5.551898,299,39.20734,-6.9494205
NovoCarro:Gasolina,BMW,CV-12-28,574345278,44,2.8613205,4.683275,440,41.558037,-9.379025
NovoCarro:Gasolina,Audi,MH-69-93,484557441,45,3.2539675,5.225928,365,39.42189,-7.0156193
NovoCarro:Gasolina,Mercedes-Benz,RB-31-45,871526645,89,1.2716216,7.093423,640,37.19607,-7.429004
NovoCarro:Gasolina,Audi,YG-27-94,694742647,91,3.7362225,5.3620205,357,39.765507,-7.670684
NovoCarro:Gasolina,Citroen,CF-48-15,129552237,74,2.5795085,6.791341,266,41.71786,-9.215699
NovoCarro:Gasolina,VW,TP-14-54,924742452,98,1.5947363,7.7856674,566,39.058945,-7.5915785
NovoCarro:Gasolina,Hyundai,GC-99-27,484557441,40,2.1963058,4.051545,357,41.65892,-8.412084
NovoCarro:Gasolina,Audi,DP-17-67,781641324,95,2.6694853,4.45302,876,41.4414,-8.378746
NovoCarro:Gasolina,Renault,ZW-93-37,141971569,96,2.774471,7.905114,689,40.51287,-7.6306863
NovoCarro:Electrico,Porsche,YK-31-33,699519931,126,1.5526841,6.645257,562,41.143723,-7.664086
NovoCarro:Gasolina,Nissan,DQ-68-46,159586973,56,1.7860743,9.809484,646,38.946842,-9.134084
NovoCarro:Gasolina,Mercedes-Benz,JC-41-57,796175144,90,2.3022404,7.0826945,219,40.7756,-7.6294394
NovoCarro:Electrico,BMW,RF-91-84,655693546,110,2.9663463,5.9084024,246,38.651997,-9.057093
NovoCarro:Gasolina,Mercedes-Benz,PC-91-13,896191466,37,3.0030816,6.647473,371,38.19248,-8.636084
NovoCarro:Gasolina,Nissan,JT-57-37,318816368,105,1.5917625,12.825378,201,39.242744,-7.9726496
NovoCarro:Gasolina,BMW,HF-75-57,862482233,76,1.6087058,4.058278,211,37.05709,-8.869665
NovoCarro:Gasolina,Fiat,LV-39-76,935494691,30,2.5641303,6.0225487,318,42.092648,-8.666343
NovoCarro:Gasolina,Renault,CQ-24-86,659833162,51,1.5340309,6.7594995,283,40.04406,-7.057283
NovoCarro:Gasolina,Audi,WK-36-98,123552229,129,2.1637397,5.290347,627,38.04165,-8.800297
NovoCarro:Gasolina,BMW,SA-71-74,246488522,53,1.1602026,6.2981253,665,38.453693,-8.827795
NovoCarro:Gasolina,Volvo,JR-38-63,979614746,58,1.3638439,7.1139383,518,38.80383,-7.635124
NovoCarro:Gasolina,Kia,OJ-49-15,412395837,39,1.4703032,12.399579,719,38.011333,-7.0089803
NovoCarro:Gasolina,Mercedes-Benz,HP-19-32,484637523,36,1.3586031,4.878241,438,39.712795,-9.220107
NovoCarro:Gasolina,Peugeot,JZ-27-67,144865463,69,2.08956,15.276619,449,41.702976,-8.87355
NovoCarro:Gasolina,Renault,PG-52-31,976912136,97,2.9448588,9.02404,569,39.61326,-9.000826
NovoCarro:Gasolina,BMW,DL-98-28,272444969,113,1.7468665,4.139986,647,37.924263,-7.8331785
NovoCarro:Gasolina,Seat,YS-67-62,488964114,45,3.0855381,10.747924,420,40.245094,-8.28509
NovoCarro:Gasolina,Citroen,UT-87-42,849813241,108,1.1207285,4.9074793,539,39.20885,-8.943847
NovoCarro:Gasolina,VW,PF-33-47,757119262,105,3.691579,7.0192404,523,37.438084,-9.440353
NovoCarro:Gasolina,Ford,QC-24-32,928852568,79,1.3814952,5.574687,826,39.521362,-7.3658423
NovoCarro:Gasolina,BMW,FA-85-98,555423644,95,1.5352548,6.001614,694,41.645874,-8.071128
NovoCarro:Gasolina,Fiat,BK-79-56,997828128,125,2.1230915,12.490245,283,37.027668,-9.23094
NovoCarro:Gasolina,VW,EM-44-83,423775115,47,2.2414963,7.0043864,648,38.37977,-7.7939653
NovoCarro:Gasolina,Renault,SL-19-46,796175144,90,1.7506219,4.248883,567,40.168247,-7.963716
NovoCarro:Gasolina,MINI,EP-31-47,757119262,102,1.00174,7.040409,219,41.900097,-7.164542
NovoCarro:Gasolina,BMW,XO-86-97,582452689,50,2.7421591,4.9200525,437,37.25199,-8.583705
NovoCarro:Gasolina,Mercedes-Benz,OK-92-37,862482233,92,1.8576415,11.581674,472,40.59228,-7.3199635
NovoCarro:Gasolina,Peugeot,SE-41-25,187361163,63,2.6834202,15.300536,668,38.467148,-8.094134
NovoCarro:Gasolina,Ford,BM-95-28,191886185,92,3.525905,15.844811,364,37.623524,-8.097946
NovoCarro:Gasolina,BMW,SS-13-72,133347881,70,1.2846279,7.5532503,700,38.88439,-7.0319986
NovoCarro:Gasolina,Mercedes-Benz,IK-15-74,657118242,70,1.5924274,7.3385262,555,37.958824,-8.969809
NovoCarro:Gasolina,Seat,DX-19-63,159586973,45,1.2842453,7.5664725,523,40.709736,-7.768568
NovoCarro:Gasolina,Renault,VB-53-96,832596969,121,2.4809778,12.616825,880,41.836952,-8.287888
NovoCarro:Gasolina,Skoda,LY-22-42,733837741,38,2.1141443,7.4638023,249,36.974705,-9.35661
NovoCarro:Gasolina,Citroen,MG-31-81,727623772,33,1.336844,4.3777175,672,42.064606,-7.55204
NovoCarro:Gasolina,Mercedes-Benz,SI-45-82,378625189,33,3.5206082,4.389577,278,40.742813,-8.278515
NovoCarro:Gasolina,Renault,SB-24-45,191886185,54,1.6237471,7.9695506,672,36.967915,-7.9569077
NovoCarro:Gasolina,VW,CA-63-67,246488522,51,2.0450397,9.328373,462,40.02828,-6.968815
NovoCarro:Gasolina,BMW,QH-14-18,981228814,125,3.5475156,6.7798147,689,37.789276,-8.759089
NovoCarro:Gasolina,VW,ZR-21-73,871526645,94,1.4976714,5.501812,570,38.682957,-8.152364
NovoCarro:Gasolina,Mercedes-Benz,AH-35-49,582473363,101,3.8879702,12.068758,752,38.47495,-9.213275
NovoCarro:Gasolina,Opel,LN-85-57,736681865,83,3.4291434,7.6904616,377,40.94959,-7.50125
NovoCarro:Gasolina,Seat,ZO-99-15,548371593,66,3.8883348,6.9485836,539,40.74211,-8.848133
NovoCarro:Gasolina,Mercedes-Benz,LP-32-72,888724442,40,3.9398477,5.821169,287,39.69655,-8.441587
NovoCarro:Gasolina,Renault,ZS-39-48,483126528,87,1.3865175,6.8684497,412,38.204144,-9.283638
NovoCarro:Gasolina,Volvo,UI-28-91,455363575,87,2.9574628,9.211613,409,39.22532,-8.010694
NovoCarro:Gasolina,Ford,RU-26-73,439239234,86,1.2475947,5.210408,555,41.66812,-8.754311
NovoCarro:Gasolina,Audi,OX-81-83,567766425,33,1.074193,6.2858553,580,37.361954,-9.146673
NovoCarro:Gasolina,Land Rover,WB-55-78,935494691,63,1.724474,5.6407266,338,37.74408,-7.2927084
NovoCarro:Gasolina,Renault,AE-22-81,218559913,110,3.937048,7.257539,669,37.29055,-7.324607
NovoCarro:Gasolina,BMW,QI-69-35,696354464,39,2.320595,7.1356874,563,41.689724,-7.285382
NovoCarro:Gasolina,Opel,OP-21-59,783221463,34,1.8336782,5.609003,601,37.516926,-9.420684
NovoCarro:Gasolina,BMW,NG-57-94,192547142,97,1.9392607,5.40951,650,38.73321,-8.543944
NovoCarro:Gasolina,Peugeot,UU-52-28,923376547,81,2.2001824,7.915142,647,42.105373,-8.711645
NovoCarro:Gasolina,VW,IN-34-51,218559913,40,3.7874305,7.885492,279,41.458054,-9.381419
NovoCarro:Gasolina,Toyota,CM-18-79,187664617,33,2.5481844,5.305417,403,39.97036,-8.21488
NovoCarro:Hibrido,Land Rover,OK-57-78,156199224,105,2.189037,15.654587,252,41.7849,-8.323763
NovoCarro:Gasolina,DS,DZ-24-43,924238396,101,3.7395616,7.5857954,666,38.48783,-9.446648
NovoCarro:Gasolina,Mercedes-Benz,GH-34-67,293798225,96,1.0322254,10.882923,467,37.94675,-7.042988
NovoCarro:Gasolina,VW,MO-31-21,575527679,38,2.9675353,4.734244,285,41.674736,-8.640438
NovoCarro:Gasolina,Opel,HR-62-52,429774864,53,1.5841017,6.89529,333,39.800007,-7.470731
NovoCarro:Gasolina,Chevrolet,FM-76-16,455363575,108,3.0587392,4.0924397,329,37.787643,-7.195809
NovoCarro:Gasolina,Mercedes-Benz,DZ-74-24,568353331,65,1.4378562,4.74113,441,38.769802,-7.587039
NovoCarro:Gasolina,Volvo,VC-45-31,655693546,106,1.9322282,5.3675337,625,40.175133,-7.2219453
NovoCarro:Gasolina,Toyota,IT-17-92,487763655,64,3.2173061,9.689051,661,41.976295,-8.617972
NovoCarro:Gasolina,Mercedes-Benz,JX-28-88,913718667,109,3.7267363,6.2337117,685,40.58102,-9.473522
NovoCarro:Gasolina,Peugeot,FQ-68-24,651635515,62,1.9161601,6.3384986,527,41.51136,-6.9931355
NovoCarro:Gasolina,BMW,XD-37-41,871526645,48,3.6093884,11.984984,623,37.18126,-7.22423
NovoCarro:Gasolina,Audi,LM-87-26,764255967,82,2.969748,9.6893635,400,41.814365,-8.719742
NovoCarro:Gasolina,Peugeot,QM-71-68,541563657,33,2.2825096,4.351154,266,40.412758,-9.188618
NovoCarro:Gasolina,Ford,XG-41-97,478654294,119,3.1857219,12.405586,697,40.29867,-7.34527
